tweet,value
"ht @mikequindazzi
CC @Antgrasso @Fisher85m

Top 3 #CFO concerns with respect to #COVID19 &gt;&gt;&gt; #PwC via… https://t.co/HGYpyX7doS",1
Politicians running the #gop ticket who have allowed so many #COVID19 deaths as they shipped their drinks and said… https://t.co/B03MmfgWbb,1
"This is now the world’s greatest threat – and it’s not coronavirus 

#business #economy #wealth #covid19 
https://t.co/PPOWNma8wl via @wef",1
"All #Frontline #Workers To Be #Tested For #COVID19

Click here to read more:
https://t.co/vnu0cqXJo0

#vcan4mumbai… https://t.co/vi4A6W2J75",1
"Haitians are all wearing masks. ""Haitiene yo pe mouri."" Haitians are afraid of dying. #haiti #coronavirus #covid19",0
@realDonaldTrump @AirForceOne_HQ @FoxNews Failed President @realDonaldTrump does nothing but cry and watch bad TV.… https://t.co/ZZiEZuEQ8r,0
India's #COVID19 curve continues to rise unabated as the Modi Govt has utterly failed in its response in containing… https://t.co/Ke4HxUMJ13,0
Amazing. @james_glen has done this curated thread of media reports of #LongCovid It’s not that media have ignored u… https://t.co/WOVkw0seoJ,1
Happy women's day👊💪 #FetchYourBody2020 #90dayswithoutsugar2020 #COVID19 #WomensDay https://t.co/u5vnYAoeH6,1
"We are pleased to partner with @UNFPA for the 1st #AHBS2020 webinar series themed ""Partnerships for #COVID19 in Afr… https://t.co/5ThJCwVbPP",1
"@WestminsterWAG On behalf of every terminally ill patient in The UK and the 45,000+ people that have already died d… https://t.co/zwqE31kOTx",0
"@malik42174767 @naseerganai @dr_naikoo It's sad. Sensitivity needs to come before sensationalism. @rifatabdullahh 
RIP Dr. Mir. #COVID19",0
@SAfmRadio @ProfAbdoolKarim @StephenGrootes @CAPRISAOfficial @HealthZA Dear #Shopstewards: Kindly at every workplac… https://t.co/VGXDN8icel,1
What kind of community do we want to emerge from pandemic? Reflections from @GlenPearson @LFPress @macdjb… https://t.co/yapuVCDYK6,1
"I'm shocked, truly shocked. Flu took one look at Covid and said, You got this, bruh. I'm sitting this one out. 🤣😜… https://t.co/YOvl30U946",0
@KidsDroneZone says very cool @DRONEShowLA it’s #Saturday Go #Fly A #drone today! #FPV #dronelife #summer #fun… https://t.co/wmW338WfgJ,1
Go out for woodland walks and take in that wonderful oxygen rich air. Good respiratory health is a protective facto… https://t.co/ZtUmOHE4yV,1
"@LouieGohmertTX1 

IDIOT!  Refused to wear a mask!

STILL THINK #COVID19 is a hoax dumbass?

RIP!

#MADDOW… https://t.co/5CJYyEQ9xD",0
"FDOH: Number of Florida children diagnosed with COVID-19 has more than doubled – WSVN 7News | Miami News, Weather,… https://t.co/xyezCPx6Cf",1
"Happy Recession Day.
Get used to it.
#UK #recession #COVID19",1
"Good morning Fam on a beautiful Tuesday ✨🌞

Tune in to Q-lit https://t.co/d7dvppE5NG… https://t.co/YjQdfruDHk",1
"Can we get into the Club of Dumb now, America?
Look, we did our homework!!
#COVID19 #COVIDIOTS #coronavirus https://t.co/9x8LKRxyW5",0
"@MattHancock One good thing we can say about #COVID19. 

It cured the flu.",1
@DashCamTwats ROAD RAGE 😡.  OMG 😮. MUST WATCH GUYS.. crazy video..  please share.  👉 https://t.co/WUQjzw35HO   👈🏻.… https://t.co/CcUkgd0vNE,0
"@BrianKempGA since u don’t know what to do let me help you.  
1.  Close schools until 9/8
2.  Gives more time for c… https://t.co/CirqvfEZbn",1
"Until  vaccines or medicines are that can effectively stop #COVID19, handwashing, distancing and wearing masks when… https://t.co/fQUQm509q6",1
"Good morning Maldives ... 
Have a good Sunday ... 
Remember to take precautions ... 
Wear a mask when out and about… https://t.co/d3jw7U5ZYy",1
Or they even force / brainwash some of them to be a women. Sick people. They kidnap also children/young girls to be… https://t.co/oGz97a1CVP,0
Woken up to more judgmental tweets about #COVID19 and people’s decisions etc. Can we all shut up and stop judging e… https://t.co/8UM0s6sdJX,1
Leung Chun-ying believed the decision of China's top legislature on the vacancy of the Legislative Council (LegCo)… https://t.co/BxplIQmCuZ,1
"This is the reaction to the DNC convention even on the corrupt zombie networks.
There is no way in hell they can wi… https://t.co/tR5iZUvHUq",0
"Despite everything, it's sometimes worth celebrating the wins. The most impressive story imo has been @Curative and… https://t.co/49gFmQyFcP",1
"#COVID19 Today claimed 13 more lives in #Kashmir taking to 572.

With 13 more deaths, the death toll in Jammu and K… https://t.co/KX8NejFJi3",1
My top tip for today. Never allow a #hignfy host to become PM again. #recession #COVID19 https://t.co/5L9jSzaTmG,1
"12 more #COVID19 cases recorded in Meghalaya, tally 1,191

https://t.co/BlGQqHazmd https://t.co/kwS1VnWh4Q",1
@realDonaldTrump @BillHagertyTN STOCK TWEET. #dotard knows he's losing but still needs loyalty. Unfortunately his s… https://t.co/KcfjswXRJx,0
"Scientists study coronavirus outbreaks among minks in Europe 

READ MORE: https://t.co/0jVLjFu9zx

#cdc… https://t.co/OgpnfiY71K",1
Ampersand @MyIBDCare are doing great work to help people with inflammatory conditions cope better during the… https://t.co/pXcY3KyeSE,1
Happy to #StayAtHome and #StaySafe but also very happy 😃 the weather decided to join me .... doing my bit to help s… https://t.co/4JD9jCbC5N,1
A good system (CAGs) turned into a shambles....... #gcses2020 will hopefully be delivered in a more reliable and va… https://t.co/jg7UWCrIK0,1
Who Is Most at Risk in a Restaurant? https://t.co/ZJ2DjXyk5w via @Eater #covid19 #coronavirus #restuarants,1
"illustration by Hong Kong illustrator Penso, showing how Blue-collars bear the brunt of the latest dine-in ban… https://t.co/jKEA9vqfzK",1
"As life is so expensive, this generation has no choice but for both parents to work.

To raise kids, we're reliant… https://t.co/WQOy8HEQhi",0
@BroHilderchump @fehowarth I suspect that they are basing  lending decisions on forecasts of  perfect financial shi… https://t.co/snMREB93AW,1
every governor must lead where POTUS and senate fail. Masks and face shields should be sent proactively to every ho… https://t.co/GRXkjR0Ov1,0
Favorite sign ever #MaskUp #COVID19 https://t.co/U5KaO5oLnr,1
"#अनंत_हेगड़े_माफ़ी_मांगो 
#BSNL_Pride_Of_India  #Even in the terrible situations of #COVID19, #BSNL staff provision… https://t.co/Dn6EebLJQi",0
"VERY tired of hearing ab. which group should be sacrificed to Trump's agenda.

Until #COVID19 is under control, sto… https://t.co/cG8NiWpPMt",0
The incredible story of how the people of the Warsaw Ghetto beat typhus https://t.co/XqAjNjGrhq #COVID19 #health https://t.co/yrNLBgPk1g,1
"help i need to find a cute boy. july 27th 8:00pm at hampton beach in nh, we were watching sonic the hedgehog at the… https://t.co/mk2psdL032",1
"I made my novel FREE for all of ❤️YOU❤️Self-Quarantiners! ENJOY!  🤗
https://t.co/gNtNIxXINi

#fantasy #thriller… https://t.co/T5NyqfNLe2",1
"https://t.co/AbQZfGemZY 7,708 days in a row. How I pushed past the two worst days of my life.… https://t.co/3GGh9ZU4yI",0
More than 8 in 10 NHS communicators responding to our survey felt they had been more involved in helping to inform… https://t.co/NxcmTzhpEe,1
"#COVID19 in Nursing Homes: Calming the Perfect Storm

""...We now have an opportunity to improve #nursinghomes to pr… https://t.co/GC80t5dekE",1
#Mysuru 's body Miyan Ayub who is famous for burying unidentified bodies has now helped in the funeral of over 120… https://t.co/UmBtLFH1Br,1
"#HappySaturday ! Be safe everyone!🔆
#WearADamnMask 
#COVID19 #coronavirus #COVIDIOT #CovidHoax (no) https://t.co/W9NBgksTiG",1
"Here we are...

Month 🤬ing 5 of #COVID19 because you are a stupid, selfish moron that doesn't know how to… https://t.co/wFhxySSNSh",0
@cnnasiapr @CNNTravel @Nectar_Gan Lovely they send the virus to the world then celebrate over their disaster! #covid19,1
"Saturday August 8th 8 am
This is one of our favorite pre-pandemic shots of Dr Galvan. As we start our day of 15-Min… https://t.co/ObbaLiLAJ8",1
#life #ourworld #inspirationalquotes #believeinyourself #covid19 #trysomethingnew #love #depression #emotions… https://t.co/jio17r2zvN,1
@cheryl_kernot @TheWillowGhost @antfarmer That's why #Covid19 Vaccines will not be any good. Trumpernistas and the… https://t.co/g6npd98seH,1
Weekend update: Lake Sonoma Marina Store closure latest indicator of #COVID19 spread in #SonomaCounty @tylersilvy… https://t.co/uSXYpfWdUP,1
"@tedcruz Ah not when TX has 475,000+ cases or people infected with #COVID19 @tedcruz ... may wanna check your rose tinted readers 😏",1
"https://t.co/c1SEviKkAw
#Dutch #covid19 #update August 8. #Data from #RIVM and NICE.
#Infections:+486 (57.987)… https://t.co/fw2KZEZau7",1
Best reason for a #GreenRecovery after #COVID19. https://t.co/nSnTh3vBDF,1
"You are in control, you have a choice in the matter hence choose wisely dear! #mindsetmatters #MentalHealthMatters… https://t.co/6Gj37OzWM5",1
"Gupta: Why do some people get very sick from Covid-19, while others show no symptoms?
https://t.co/e3r1Pf4Cju… https://t.co/CKa77XYPW0",0
"@AmericanExpress was brilliant in its #acquisition of @KabbageInc. It bought the technologies, not the loan books.… https://t.co/fNT8H9Uwpm",1
"COVID-19 Testing Update:
For more details visit: https://t.co/rQLmb9gygh 

#ICMRFIGHTSCOVID19 #IndiaFightsCOVID19… https://t.co/D71pQASrGQ",1
"What's going wrong with #BiharHealthDept
Not #COVID19,  here system is killing innocents🤬🤬
@NitishKumar… https://t.co/XJcQVJ9YU4",0
@SriniSivabalan @chigrl #COVID19 Is Playing Tricks On Many Including The Eyes @TheTerminal $SPY $SPX https://t.co/FlIYZWpkEC,1
You ever heard the one about the chicken and the egg? How bout I don’t give a FUCK about either?!!! #chicken #nfl #builtfordtough #COVID19,0
"@Gay_Alcorn @VictorianCHO NSW gave the clues on #agedcare

Dorothy Henderson and Newmarch House. = many deaths

It… https://t.co/k1RgchXxyB",1
"@NeilClark66 ...because we have really stupid politicians here (Sweden)

These masterminds have come up with this c… https://t.co/aWaq1sMVNo",0
"Accurate!
#bbnaijialockdown 
#SouthAfrica 
#COVID19 
#MondayMotivation 
#mondaythoughts https://t.co/XVwr2rP1m6",1
"Throughout the #COVID19 pandemic I've found myself feeling even more overwhelmed with appreciation for @LEGO_Group,… https://t.co/BQYnpY3LkT",1
"Now more than ever, let's practice wisdom. Let's send love. Let's have compassion for our community, our neighbors,… https://t.co/SMiuChk9du",1
"In the fight against #COVID19, our immune systems offer hope amid speculation. Nice roundup by @heidiledford  https://t.co/jIGhsTZO0L",1
Super excited to announce the publication of our paper in Chem on virus surface chemistry. A great collaboration wi… https://t.co/RDwh3BEtqz,1
"#अनंत_हेगड़े_माफ़ी_मांगो 
#BSNL_Pride_Of_India  #Even in the terrible situations of #COVID19, #BSNL staff provision… https://t.co/T6vWdbXu0E",0
PEOPLE AROUND ME ARE LOSING THEIR PARENTS. MY BEST FRIEND LOST HIS DAD. THERE'S MORE. ONCE A PERSON ENTERS A HOSPIT… https://t.co/qmsh5fmGJq,1
@realDonaldTrump YOU have run the whole country into the ground. Putin;s happy though. Still saying Ch*na Virus lik… https://t.co/uIPevPhisx,1
HOW TO SAFELY USE HAND SANITIZERS 2020 https://t.co/iYtxquKipN via @YouTube @ytcreators… https://t.co/fcxFIEXF4f,1
For those who want a deeper understanding that #covid19 is so much more than a “respiratory disease”. https://t.co/k8XXwO8gzG,1
"To know that you have #COVID19 makes it real. More real, like you think you did the greatest job at avoiding it dur… https://t.co/SSGpY2wcw4",1
In the latest edition of the IIC Bulletin Dr. Abdullah Al Mahruki reflects on the role of innovators in the fight a… https://t.co/geS72wan4C,1
This looks like a scene in a movie about the apocalypse showing what has happened to the world’s most iconic cities… https://t.co/psUs1RiMkz,1
"What are the Vegas odds this is #COVID19...or Karma?  Sorry, but this family is evil. 

Robert Trump, the younger b… https://t.co/fLIWKqNftl",0
"“The side effects....were horrible. 80% of the side effects that were horrible, were mental.”

@johneleynnpps,… https://t.co/F61Utp1gpv",0
"With 10 more fatalities, #COVID19 death toll rises to 130 in #Odisha 

@HFWOdisha  #Sambad #SambadEnglish 

https://t.co/lfoUmD2Zrt",1
"Good morning....I missed playing my guitar
@TheHxlidaySzn @xxxtentacion @adekunleGOLD @RicHassani @fireboydml… https://t.co/AGrO62WF8B",1
Business Opportunity join for free! #covid19 #businessleadership https://t.co/1A7UzRPdml,1
"Masked Away 
IG: https://t.co/UBcCI8XxZ9

This message is mostly for people living in the West who is still not wea… https://t.co/B05KgjnLpL",1
"For the sake of your health, be sure to take precautions while traveling to reduce your chances of getting coronavi… https://t.co/SqiQfixOea",1
#siegeworld cancelled in Collinsville Illinois... :( #covid19 #AoS @Hero_Jones9 @Michael__Horner,0
@JakeMcCx @TheBHF Hope you enjoyed it.. @stjohnambulance covers the London to Brighton Bike Charity Bike Ride for t… https://t.co/sq668C3fXa,1
"Democrats don’t want us to know that HCQ cures #COVID19 because they want the sick to die from the virus. 

The dec… https://t.co/UInjNEtGQz",0
"Okay, who's up for a backyard zombie invasion? Looks like we're on our own. 

#Halloween #UniversalOrlando… https://t.co/harQlVXh6y",1
"@forcemultstevea @guardian How #orange man's America failed the #Covid19 test

""This is now a full-blown homestar r… https://t.co/EbF0LqL42N",0
"Useless Observation of the day: You can't blow a whistle with your mask on. 

Go on! I know you want to try it 😷… https://t.co/Brr6HjLGBb",0
How can you contribute to improving the world even during these challenging times? We all need to pitch in. What ta… https://t.co/ZJHw5gwLsD,1
"@jayfeely @POTUS His brother died today while you were playing go,f together. Many people are saying he died of #COVID19",1
Co-morbidities have been identified which could put you at a risk for catching #Covid19. Obesity being one of them… https://t.co/Cr0Z0DBDtQ,1
"Code: eats-48vhop
Looking for a discount during quarantine? 
15£ off your order when you spend 20£ or more on your… https://t.co/tDpLwrIOzY",1
